Entrance/Exit Statistics,,
Parameters,,
"Mon, Sep 12, 2022 12:00 AM to Mon, Feb 20, 2023 11:59 PM",,
Facilities: Recreation Center,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,
,Entrances,Exits
06:00 - 06:15 PM,55,0
06:15 - 06:30 PM,30,0
06:30 - 06:45 PM,29,0
06:45 - 07:00 PM,35,0
"Tue, Feb 21 2023 2:45P",Page: 138/247,
Entrances,Exits,
07:00 - 07:15 PM,40,0
07:15 - 07:30 PM,44,0
07:30 - 07:45 PM,43,0
07:45 - 08:00 PM,48,0
08:00 - 08:15 PM,55,0
08:15 - 08:30 PM,63,0
08:30 - 08:45 PM,33,0
08:45 - 9:00 PM,43,0
9:00 - 9:15 PM,18,0
9:15 - 9:30 PM,18,0
9:30 - 9:45 PM,4,0
9:45 - 10:00 PM,2,0
10:00 - 10:15 PM,1,0
"Mon, Dec 5, 2022",3501,0
05:45 - 06:00 AM,14,0
06:00 - 06:15 AM,42,0
06:15 - 06:30 AM,10,0
06:30 - 06:45 AM,12,0
06:45 - 07:00 AM,15,0
07:00 - 07:15 AM,20,0
07:15 - 07:30 AM,24,0
07:30 - 07:45 AM,19,0
07:45 - 08:00 AM,17,0
08:00 - 08:15 AM,22,0
08:15 - 08:30 AM,32,0
08:30 - 08:45 AM,62,0
08:45 - 9:00 AM,45,0
9:00 - 9:15 AM,41,0
9:15 - 9:30 AM,36,0
9:30 - 9:45 AM,61,0
9:45 - 10:00 AM,55,0
10:00 - 10:15 AM,77,0
10:15 - 10:30 AM,65,0
10:30 - 10:45 AM,62,0
10:45 - 11:00 AM,48,0
11:00 - 11:15 AM,62,0
11:15 - 11:30 AM,81,0
11:30 - 11:45 AM,60,0
11:45 - 12:00 AM,54,0
12:00 - 12:15 AM,84,0
"Tue, Feb 21 2023 2:45P",Page: 139/247,
Entrances,Exits,
12:15 - 12:30 AM,60,0
12:30 - 12:45 AM,46,0
12:45 - 01:00 PM,59,0
01:00 - 01:15 PM,71,0
01:15 - 01:30 PM,67,0
01:30 - 01:45 PM,50,0
01:45 - 02:00 PM,50,0
02:00 - 02:15 PM,57,0
02:15 - 02:30 PM,63,0
02:30 - 02:45 PM,48,0
02:45 - 03:00 PM,60,0
03:00 - 03:15 PM,80,0
03:15 - 03:30 PM,56,0
03:30 - 03:45 PM,43,0
03:45 - 04:00 PM,70,0
04:00 - 04:15 PM,101,0
04:15 - 04:30 PM,84,0
04:30 - 04:45 PM,64,0
04:45 - 05:00 PM,90,0
05:00 - 05:15 PM,114,0
05:15 - 05:30 PM,64,0
05:30 - 05:45 PM,61,0
05:45 - 06:00 PM,72,0
06:00 - 06:15 PM,59,0
06:15 - 06:30 PM,62,0
06:30 - 06:45 PM,50,0
06:45 - 07:00 PM,46,0
07:00 - 07:15 PM,71,0
07:15 - 07:30 PM,51,0
07:30 - 07:45 PM,52,0
07:45 - 08:00 PM,42,0
08:00 - 08:15 PM,52,0
08:15 - 08:30 PM,63,0
08:30 - 08:45 PM,41,0
08:45 - 9:00 PM,34,0
9:00 - 9:15 PM,45,0
9:15 - 9:30 PM,33,0
9:30 - 9:45 PM,25,0
9:45 - 10:00 PM,21,0
10:00 - 10:15 PM,36,0
"Tue, Feb 21 2023 2:45P",Page: 140/247,
Entrances,Exits,
10:15 - 10:30 PM,32,0
10:30 - 10:45 PM,16,0
10:45 - 11:00 PM,14,0
11:00 - 11:15 PM,4,0
11:15 - 11:30 PM,2,0
"Tue, Dec 6, 2022",3137,0
05:45 - 06:00 AM,5,0
06:00 - 06:15 AM,45,0
06:15 - 06:30 AM,11,0
06:30 - 06:45 AM,19,0
06:45 - 07:00 AM,14,0
07:00 - 07:15 AM,12,0
07:15 - 07:30 AM,19,0
07:30 - 07:45 AM,22,0
07:45 - 08:00 AM,32,0
08:00 - 08:15 AM,37,0
08:15 - 08:30 AM,25,0
08:30 - 08:45 AM,39,0
08:45 - 9:00 AM,40,0
9:00 - 9:15 AM,63,0
9:15 - 9:30 AM,47,0
9:30 - 9:45 AM,36,0
9:45 - 10:00 AM,44,0
10:00 - 10:15 AM,53,0
10:15 - 10:30 AM,53,0
10:30 - 10:45 AM,56,0
10:45 - 11:00 AM,61,0
11:00 - 11:15 AM,73,0
11:15 - 11:30 AM,44,0
11:30 - 11:45 AM,51,0
11:45 - 12:00 AM,48,0
12:00 - 12:15 AM,47,0
12:15 - 12:30 AM,44,0
12:30 - 12:45 AM,37,0
12:45 - 01:00 PM,49,0
01:00 - 01:15 PM,65,0
01:15 - 01:30 PM,58,0
01:30 - 01:45 PM,47,0
01:45 - 02:00 PM,44,0
02:00 - 02:15 PM,35,0
"Tue, Feb 21 2023 2:45P",Page: 141/247,
Entrances,Exits,
02:15 - 02:30 PM,56,0
02:30 - 02:45 PM,45,0
02:45 - 03:00 PM,67,0
03:00 - 03:15 PM,58,0
03:15 - 03:30 PM,59,0
03:30 - 03:45 PM,63,0
03:45 - 04:00 PM,83,0
04:00 - 04:15 PM,102,0
04:15 - 04:30 PM,71,0
04:30 - 04:45 PM,74,0
04:45 - 05:00 PM,72,0
05:00 - 05:15 PM,70,0
05:15 - 05:30 PM,67,0
05:30 - 05:45 PM,46,0
05:45 - 06:00 PM,68,0
06:00 - 06:15 PM,61,0
06:15 - 06:30 PM,58,0
06:30 - 06:45 PM,53,0
06:45 - 07:00 PM,55,0
07:00 - 07:15 PM,44,0
07:15 - 07:30 PM,41,0
07:30 - 07:45 PM,40,0
07:45 - 08:00 PM,48,0
08:00 - 08:15 PM,36,0
08:15 - 08:30 PM,40,0
08:30 - 08:45 PM,33,0
08:45 - 9:00 PM,25,0
9:00 - 9:15 PM,27,0
9:15 - 9:30 PM,32,0
9:30 - 9:45 PM,35,0
9:45 - 10:00 PM,35,0
10:00 - 10:15 PM,25,0
10:15 - 10:30 PM,30,0
10:30 - 10:45 PM,11,0
10:45 - 11:00 PM,16,0
11:00 - 11:15 PM,12,0
11:30 - 11:45 PM,4,0
"Wed, Dec 7, 2022",2864,0
06:00 - 06:15 AM,41,0
06:15 - 06:30 AM,16,0
"Tue, Feb 21 2023 2:45P",Page: 142/247,
Entrances,Exits,
06:30 - 06:45 AM,13,0
06:45 - 07:00 AM,9,0
07:00 - 07:15 AM,10,0
07:15 - 07:30 AM,10,0
07:30 - 07:45 AM,19,0
07:45 - 08:00 AM,19,0
08:00 - 08:15 AM,21,0
08:15 - 08:30 AM,24,0
08:30 - 08:45 AM,49,0
08:45 - 9:00 AM,45,0
9:00 - 9:15 AM,44,0
9:15 - 9:30 AM,24,0
9:30 - 9:45 AM,31,0
9:45 - 10:00 AM,41,0
10:00 - 10:15 AM,45,0
10:15 - 10:30 AM,36,0
10:30 - 10:45 AM,47,0
10:45 - 11:00 AM,54,0
11:00 - 11:15 AM,55,0
11:15 - 11:30 AM,54,0
11:30 - 11:45 AM,56,0
11:45 - 12:00 AM,67,0
12:00 - 12:15 AM,64,0
12:15 - 12:30 AM,45,0
12:30 - 12:45 AM,41,0
12:45 - 01:00 PM,39,0
01:00 - 01:15 PM,56,0
01:15 - 01:30 PM,44,0
01:30 - 01:45 PM,39,0
01:45 - 02:00 PM,66,0
02:00 - 02:15 PM,56,0
02:15 - 02:30 PM,68,0
02:30 - 02:45 PM,43,0
02:45 - 03:00 PM,55,0
03:00 - 03:15 PM,39,0
03:15 - 03:30 PM,53,0
03:30 - 03:45 PM,45,0
03:45 - 04:00 PM,56,0
04:00 - 04:15 PM,87,0
04:15 - 04:30 PM,72,0
"Tue, Feb 21 2023 2:45P",Page: 143/247,
Entrances,Exits,
04:30 - 04:45 PM,57,0
04:45 - 05:00 PM,46,0
05:00 - 05:15 PM,87,0
05:15 - 05:30 PM,63,0
05:30 - 05:45 PM,61,0
05:45 - 06:00 PM,54,0
06:00 - 06:15 PM,45,0
06:15 - 06:30 PM,65,0
06:30 - 06:45 PM,55,0
06:45 - 07:00 PM,44,0
07:00 - 07:15 PM,50,0
07:15 - 07:30 PM,41,0
07:30 - 07:45 PM,48,0
07:45 - 08:00 PM,30,0
08:00 - 08:15 PM,30,0
08:15 - 08:30 PM,33,0
08:30 - 08:45 PM,25,0
08:45 - 9:00 PM,36,0
9:00 - 9:15 PM,29,0
9:15 - 9:30 PM,28,0
9:30 - 9:45 PM,23,0
9:45 - 10:00 PM,28,0
10:00 - 10:15 PM,21,0
10:15 - 10:30 PM,18,0
10:30 - 10:45 PM,16,0
10:45 - 11:00 PM,8,0
11:00 - 11:15 PM,12,0
11:15 - 11:30 PM,10,0
11:30 - 11:45 PM,3,0
"Thu, Dec 8, 2022",2235,0
06:00 - 06:15 AM,12,0
06:15 - 06:30 AM,10,0
06:30 - 06:45 AM,19,0
06:45 - 07:00 AM,8,0
07:00 - 07:15 AM,6,0
07:15 - 07:30 AM,11,0
07:30 - 07:45 AM,10,0
07:45 - 08:00 AM,26,0
08:00 - 08:15 AM,23,0
08:15 - 08:30 AM,24,0
"Tue, Feb 21 2023 2:45P",Page: 144/247,
Entrances,Exits,
08:30 - 08:45 AM,19,0
08:45 - 9:00 AM,24,0
9:00 - 9:15 AM,52,0
9:15 - 9:30 AM,24,0
9:30 - 9:45 AM,20,0
9:45 - 10:00 AM,31,0
10:00 - 10:15 AM,37,0
10:15 - 10:30 AM,40,0
10:30 - 10:45 AM,41,0
10:45 - 11:00 AM,53,0
11:00 - 11:15 AM,45,0
11:15 - 11:30 AM,45,0
11:30 - 11:45 AM,56,0
11:45 - 12:00 AM,39,0
12:00 - 12:15 AM,51,0
12:15 - 12:30 AM,50,0
12:30 - 12:45 AM,59,0
12:45 - 01:00 PM,64,0
01:00 - 01:15 PM,54,0
01:15 - 01:30 PM,44,0
01:30 - 01:45 PM,43,0
01:45 - 02:00 PM,39,0
02:00 - 02:15 PM,47,0
02:15 - 02:30 PM,52,0
02:30 - 02:45 PM,42,0
02:45 - 03:00 PM,36,0
03:00 - 03:15 PM,50,0
03:15 - 03:30 PM,32,0
03:30 - 03:45 PM,47,0
03:45 - 04:00 PM,42,0
04:00 - 04:15 PM,52,0
04:15 - 04:30 PM,54,0
04:30 - 04:45 PM,39,0
04:45 - 05:00 PM,52,0
05:00 - 05:15 PM,37,0
05:15 - 05:30 PM,38,0
05:30 - 05:45 PM,46,0
05:45 - 06:00 PM,32,0
06:00 - 06:15 PM,28,0
06:15 - 06:30 PM,42,0
"Tue, Feb 21 2023 2:45P",Page: 145/247,
Entrances,Exits,
06:30 - 06:45 PM,27,0
06:45 - 07:00 PM,21,0
07:00 - 07:15 PM,23,0
07:15 - 07:30 PM,28,0
07:30 - 07:45 PM,27,0
07:45 - 08:00 PM,25,0
08:00 - 08:15 PM,30,0
08:15 - 08:30 PM,26,0
08:30 - 08:45 PM,22,0
08:45 - 9:00 PM,18,0
9:00 - 9:15 PM,18,0
9:15 - 9:30 PM,12,0
9:30 - 9:45 PM,19,0
9:45 - 10:00 PM,18,0
10:00 - 10:15 PM,28,0
10:15 - 10:30 PM,20,0
10:30 - 10:45 PM,6,0
10:45 - 11:00 PM,8,0
11:00 - 11:15 PM,8,0
11:15 - 11:30 PM,4,0
"Fri, Dec 9, 2022",1650,0
06:00 - 06:15 AM,12,0
06:15 - 06:30 AM,11,0
06:30 - 06:45 AM,16,0
06:45 - 07:00 AM,15,0
07:00 - 07:15 AM,7,0
07:15 - 07:30 AM,6,0
07:30 - 07:45 AM,6,0
07:45 - 08:00 AM,9,0
08:00 - 08:15 AM,9,0
08:15 - 08:30 AM,24,0
08:30 - 08:45 AM,30,0
08:45 - 9:00 AM,13,0
9:00 - 9:15 AM,27,0
9:15 - 9:30 AM,17,0
9:30 - 9:45 AM,20,0
9:45 - 10:00 AM,22,0
10:00 - 10:15 AM,50,0
10:15 - 10:30 AM,36,0
10:30 - 10:45 AM,19,0
"Tue, Feb 21 2023 2:45P",Page: 146/247,
Entrances,Exits,
10:45 - 11:00 AM,23,0
11:00 - 11:15 AM,31,0
11:15 - 11:30 AM,23,0
11:30 - 11:45 AM,33,0
11:45 - 12:00 AM,27,0
12:00 - 12:15 AM,33,0
12:15 - 12:30 AM,29,0
12:30 - 12:45 AM,18,0
12:45 - 01:00 PM,18,0
01:00 - 01:15 PM,30,0
01:15 - 01:30 PM,33,0
01:30 - 01:45 PM,17,0
01:45 - 02:00 PM,25,0
02:00 - 02:15 PM,32,0
02:15 - 02:30 PM,35,0
02:30 - 02:45 PM,47,0
02:45 - 03:00 PM,50,0
03:00 - 03:15 PM,47,0
03:15 - 03:30 PM,50,0
03:30 - 03:45 PM,33,0
03:45 - 04:00 PM,34,0
04:00 - 04:15 PM,48,0
04:15 - 04:30 PM,47,0
04:30 - 04:45 PM,31,0
04:45 - 05:00 PM,19,0
05:00 - 05:15 PM,54,0
05:15 - 05:30 PM,50,0
05:30 - 05:45 PM,29,0
05:45 - 06:00 PM,25,0
06:00 - 06:15 PM,38,0
06:15 - 06:30 PM,32,0
06:30 - 06:45 PM,19,0
06:45 - 07:00 PM,13,0
07:00 - 07:15 PM,22,0
07:15 - 07:30 PM,17,0
07:30 - 07:45 PM,28,0
07:45 - 08:00 PM,22,0
08:00 - 08:15 PM,16,0
08:15 - 08:30 PM,11,0
08:30 - 08:45 PM,16,0
"Tue, Feb 21 2023 2:45P",Page: 147/247,
Entrances,Exits,
08:45 - 9:00 PM,17,0
9:00 - 9:15 PM,17,0
9:15 - 9:30 PM,6,0
9:30 - 9:45 PM,7,0
9:45 - 10:00 PM,11,0
10:00 - 10:15 PM,7,0
10:15 - 10:30 PM,11,0
10:30 - 10:45 PM,8,0
10:45 - 11:00 PM,6,0
11:00 - 11:15 PM,3,0
11:15 - 11:30 PM,3,0
"Sat, Dec 10, 2022",723,0
07:45 - 08:00 AM,7,0
08:00 - 08:15 AM,20,0
08:15 - 08:30 AM,11,0
08:30 - 08:45 AM,3,0
08:45 - 9:00 AM,12,0
9:00 - 9:15 AM,13,0
9:15 - 9:30 AM,10,0
9:30 - 9:45 AM,13,0
9:45 - 10:00 AM,7,0
10:00 - 10:15 AM,13,0
10:15 - 10:30 AM,11,0
10:30 - 10:45 AM,18,0
10:45 - 11:00 AM,19,0
11:00 - 11:15 AM,15,0
11:15 - 11:30 AM,10,0
11:30 - 11:45 AM,10,0
11:45 - 12:00 AM,17,0
12:00 - 12:15 AM,18,0
12:15 - 12:30 AM,15,0
12:30 - 12:45 AM,16,0
12:45 - 01:00 PM,14,0
01:00 - 01:15 PM,8,0
01:15 - 01:30 PM,23,0
01:30 - 01:45 PM,16,0
01:45 - 02:00 PM,14,0
02:00 - 02:15 PM,13,0
02:15 - 02:30 PM,16,0
02:30 - 02:45 PM,17,0
"Tue, Feb 21 2023 2:45P",Page: 148/247,
Entrances,Exits,
02:45 - 03:00 PM,18,0
03:00 - 03:15 PM,32,0
03:15 - 03:30 PM,31,0
03:30 - 03:45 PM,23,0
03:45 - 04:00 PM,19,0
04:00 - 04:15 PM,29,0
04:15 - 04:30 PM,24,0
04:30 - 04:45 PM,17,0
04:45 - 05:00 PM,12,0
05:00 - 05:15 PM,20,0
05:15 - 05:30 PM,16,0
05:30 - 05:45 PM,20,0
05:45 - 06:00 PM,19,0
06:00 - 06:15 PM,8,0
06:15 - 06:30 PM,7,0
06:30 - 06:45 PM,9,0
06:45 - 07:00 PM,16,0
07:00 - 07:15 PM,16,0
07:15 - 07:30 PM,4,0
07:30 - 07:45 PM,4,0
Week: 12/11/2022 - 12/17/2022,3815,0
"Sun, Dec 11, 2022",635,0
07:45 - 08:00 AM,2,0
08:00 - 08:15 AM,15,0
08:15 - 08:30 AM,12,0
08:30 - 08:45 AM,6,0
08:45 - 9:00 AM,5,0
9:00 - 9:15 AM,6,0
9:15 - 9:30 AM,6,0
9:30 - 9:45 AM,8,0
9:45 - 10:00 AM,7,0
10:00 - 10:15 AM,5,0
10:15 - 10:30 AM,9,0
10:30 - 10:45 AM,18,0
10:45 - 11:00 AM,10,0
11:00 - 11:15 AM,18,0
11:15 - 11:30 AM,18,0
11:30 - 11:45 AM,10,0
11:45 - 12:00 AM,12,0
12:00 - 12:15 AM,19,0
"Tue, Feb 21 2023 2:45P",Page: 149/247,
Entrances,Exits,
12:15 - 12:30 AM,10,0
12:30 - 12:45 AM,10,0
12:45 - 01:00 PM,15,0
01:00 - 01:15 PM,18,0
01:15 - 01:30 PM,14,0
01:30 - 01:45 PM,22,0
01:45 - 02:00 PM,18,0
02:00 - 02:15 PM,16,0
02:15 - 02:30 PM,11,0
02:30 - 02:45 PM,12,0
02:45 - 03:00 PM,11,0
03:00 - 03:15 PM,19,0
03:15 - 03:30 PM,29,0
03:30 - 03:45 PM,11,0
03:45 - 04:00 PM,14,0
04:00 - 04:15 PM,19,0
04:15 - 04:30 PM,24,0
04:30 - 04:45 PM,11,0
04:45 - 05:00 PM,25,0
05:00 - 05:15 PM,12,0
05:15 - 05:30 PM,19,0
05:30 - 05:45 PM,14,0
05:45 - 06:00 PM,14,0
06:00 - 06:15 PM,22,0
06:15 - 06:30 PM,20,0
06:30 - 06:45 PM,10,0
06:45 - 07:00 PM,17,0
07:00 - 07:15 PM,7,0
07:15 - 07:30 PM,3,0
07:30 - 07:45 PM,2,0
"Mon, Dec 12, 2022",788,0
06:00 - 06:15 AM,17,0
06:15 - 06:30 AM,6,0
06:30 - 06:45 AM,7,0
06:45 - 07:00 AM,7,0
07:00 - 07:15 AM,5,0
07:15 - 07:30 AM,3,0
07:30 - 07:45 AM,1,0
07:45 - 08:00 AM,3,0
08:00 - 08:15 AM,9,0
"Tue, Feb 21 2023 2:45P",Page: 150/247,
Entrances,Exits,
08:15 - 08:30 AM,1,0
08:30 - 08:45 AM,8,0
08:45 - 9:00 AM,13,0
9:00 - 9:15 AM,18,0
9:15 - 9:30 AM,10,0
9:30 - 9:45 AM,12,0
9:45 - 10:00 AM,13,0
10:00 - 10:15 AM,5,0
10:15 - 10:30 AM,10,0
10:30 - 10:45 AM,12,0
10:45 - 11:00 AM,8,0
11:00 - 11:15 AM,19,0
11:15 - 11:30 AM,15,0
11:30 - 11:45 AM,20,0
11:45 - 12:00 AM,11,0
12:00 - 12:15 AM,23,0
12:15 - 12:30 AM,20,0
12:30 - 12:45 AM,20,0
12:45 - 01:00 PM,16,0
01:00 - 01:15 PM,16,0
01:15 - 01:30 PM,17,0
01:30 - 01:45 PM,10,0
01:45 - 02:00 PM,13,0
02:00 - 02:15 PM,12,0
02:15 - 02:30 PM,11,0
02:30 - 02:45 PM,27,0
02:45 - 03:00 PM,17,0
03:00 - 03:15 PM,13,0
03:15 - 03:30 PM,24,0
03:30 - 03:45 PM,13,0
03:45 - 04:00 PM,23,0
04:00 - 04:15 PM,26,0
04:15 - 04:30 PM,15,0
04:30 - 04:45 PM,19,0
04:45 - 05:00 PM,19,0
05:00 - 05:15 PM,15,0
05:15 - 05:30 PM,27,0
05:30 - 05:45 PM,24,0
05:45 - 06:00 PM,32,0
06:00 - 06:15 PM,22,0
"Tue, Feb 21 2023 2:45P",Page: 151/247,
Entrances,Exits,
06:15 - 06:30 PM,11,0
06:30 - 06:45 PM,21,0
06:45 - 07:00 PM,17,0
07:00 - 07:15 PM,16,0
07:15 - 07:30 PM,9,0
07:30 - 07:45 PM,5,0
07:45 - 08:00 PM,1,0
08:00 - 08:15 PM,1,0
"Tue, Dec 13, 2022",679,0
05:45 - 06:00 AM,2,0
06:00 - 06:15 AM,14,0
06:15 - 06:30 AM,5,0
06:30 - 06:45 AM,6,0
06:45 - 07:00 AM,4,0
07:00 - 07:15 AM,2,0
07:15 - 07:30 AM,1,0
07:30 - 07:45 AM,2,0
07:45 - 08:00 AM,7,0
08:00 - 08:15 AM,7,0
08:15 - 08:30 AM,8,0
08:30 - 08:45 AM,6,0
08:45 - 9:00 AM,10,0
9:00 - 9:15 AM,11,0
9:15 - 9:30 AM,3,0
9:30 - 9:45 AM,12,0
9:45 - 10:00 AM,33,0
10:00 - 10:15 AM,12,0
10:15 - 10:30 AM,14,0
10:30 - 10:45 AM,7,0
10:45 - 11:00 AM,12,0
11:00 - 11:15 AM,10,0
11:15 - 11:30 AM,6,0
11:30 - 11:45 AM,12,0
11:45 - 12:00 AM,20,0
12:00 - 12:15 AM,15,0
12:15 - 12:30 AM,15,0
12:30 - 12:45 AM,21,0
12:45 - 01:00 PM,15,0
01:00 - 01:15 PM,9,0
01:15 - 01:30 PM,10,0
"Tue, Feb 21 2023 2:45P",Page: 152/247,
Entrances,Exits,
01:30 - 01:45 PM,11,0
01:45 - 02:00 PM,22,0
02:00 - 02:15 PM,13,0
02:15 - 02:30 PM,18,0
02:30 - 02:45 PM,11,0
02:45 - 03:00 PM,11,0
03:00 - 03:15 PM,14,0
03:15 - 03:30 PM,14,0
03:30 - 03:45 PM,10,0
03:45 - 04:00 PM,14,0
04:00 - 04:15 PM,10,0
04:15 - 04:30 PM,14,0
04:30 - 04:45 PM,9,0
04:45 - 05:00 PM,7,0
05:00 - 05:15 PM,27,0
05:15 - 05:30 PM,24,0
05:30 - 05:45 PM,26,0
05:45 - 06:00 PM,23,0
06:00 - 06:15 PM,18,0
06:15 - 06:30 PM,22,0
06:30 - 06:45 PM,13,0
06:45 - 07:00 PM,18,0
07:00 - 07:15 PM,12,0
07:15 - 07:30 PM,6,0
07:45 - 08:00 PM,1,0
"Wed, Dec 14, 2022",557,0
05:45 - 06:00 AM,1,0
06:00 - 06:15 AM,8,0
06:15 - 06:30 AM,5,0
06:30 - 06:45 AM,4,0
06:45 - 07:00 AM,3,0
07:00 - 07:15 AM,2,0
07:15 - 07:30 AM,4,0
07:30 - 07:45 AM,2,0
07:45 - 08:00 AM,6,0
08:15 - 08:30 AM,3,0
08:30 - 08:45 AM,4,0
08:45 - 9:00 AM,11,0
9:00 - 9:15 AM,9,0
9:15 - 9:30 AM,9,0
"Tue, Feb 21 2023 2:45P",Page: 153/247,
Entrances,Exits,
9:30 - 9:45 AM,13,0
9:45 - 10:00 AM,4,0
10:00 - 10:15 AM,14,0
10:15 - 10:30 AM,11,0
10:30 - 10:45 AM,8,0
10:45 - 11:00 AM,8,0
11:00 - 11:15 AM,10,0
11:15 - 11:30 AM,5,0
11:30 - 11:45 AM,5,0
11:45 - 12:00 AM,8,0
12:00 - 12:15 AM,9,0
12:15 - 12:30 AM,8,0
12:30 - 12:45 AM,15,0
12:45 - 01:00 PM,10,0
01:00 - 01:15 PM,13,0
01:15 - 01:30 PM,13,0
01:30 - 01:45 PM,11,0
01:45 - 02:00 PM,9,0
02:00 - 02:15 PM,12,0
02:15 - 02:30 PM,11,0
02:30 - 02:45 PM,8,0
02:45 - 03:00 PM,14,0
03:00 - 03:15 PM,14,0
03:15 - 03:30 PM,14,0
03:30 - 03:45 PM,8,0
03:45 - 04:00 PM,7,0
04:00 - 04:15 PM,10,0
04:15 - 04:30 PM,21,0
04:30 - 04:45 PM,7,0
04:45 - 05:00 PM,13,0
05:00 - 05:15 PM,21,0
05:15 - 05:30 PM,18,0
05:30 - 05:45 PM,19,0
05:45 - 06:00 PM,13,0
06:00 - 06:15 PM,29,0
06:15 - 06:30 PM,20,0
06:30 - 06:45 PM,19,0
06:45 - 07:00 PM,14,0
07:00 - 07:15 PM,11,0
07:15 - 07:30 PM,7,0
"Tue, Feb 21 2023 2:45P",Page: 154/247,
Entrances,Exits,
07:30 - 07:45 PM,2,0
"Thu, Dec 15, 2022",423,0
05:45 - 06:00 AM,2,0
06:00 - 06:15 AM,11,0
06:15 - 06:30 AM,3,0
06:30 - 06:45 AM,6,0
06:45 - 07:00 AM,1,0
07:00 - 07:15 AM,2,0
07:15 - 07:30 AM,2,0
07:30 - 07:45 AM,4,0
07:45 - 08:00 AM,3,0
08:00 - 08:15 AM,6,0
08:15 - 08:30 AM,4,0
08:30 - 08:45 AM,4,0
08:45 - 9:00 AM,8,0
9:00 - 9:15 AM,13,0
9:15 - 9:30 AM,4,0
9:30 - 9:45 AM,13,0
9:45 - 10:00 AM,6,0
10:00 - 10:15 AM,14,0
10:15 - 10:30 AM,14,0
10:30 - 10:45 AM,7,0
10:45 - 11:00 AM,8,0
11:00 - 11:15 AM,8,0
11:15 - 11:30 AM,4,0
11:30 - 11:45 AM,8,0
11:45 - 12:00 AM,6,0
12:00 - 12:15 AM,17,0
12:15 - 12:30 AM,5,0
12:30 - 12:45 AM,9,0
12:45 - 01:00 PM,8,0
01:00 - 01:15 PM,9,0
01:15 - 01:30 PM,9,0
01:30 - 01:45 PM,5,0
01:45 - 02:00 PM,9,0
02:00 - 02:15 PM,5,0
02:15 - 02:30 PM,13,0
02:30 - 02:45 PM,9,0
02:45 - 03:00 PM,9,0
03:00 - 03:15 PM,7,0
"Tue, Feb 21 2023 2:45P",Page: 155/247,
Entrances,Exits,
03:15 - 03:30 PM,11,0
03:30 - 03:45 PM,9,0
03:45 - 04:00 PM,15,0
04:00 - 04:15 PM,15,0
04:15 - 04:30 PM,14,0
04:30 - 04:45 PM,3,0
04:45 - 05:00 PM,8,0
05:00 - 05:15 PM,11,0
05:15 - 05:30 PM,11,0
05:30 - 05:45 PM,7,0
05:45 - 06:00 PM,2,0
06:00 - 06:15 PM,10,0
06:15 - 06:30 PM,10,0
06:30 - 06:45 PM,6,0
06:45 - 07:00 PM,7,0
07:00 - 07:15 PM,5,0
07:15 - 07:30 PM,4,0
"Fri, Dec 16, 2022",440,0
05:45 - 06:00 AM,4,0
06:00 - 06:15 AM,10,0
06:15 - 06:30 AM,1,0
06:30 - 06:45 AM,4,0
06:45 - 07:00 AM,3,0
07:00 - 07:15 AM,4,0
07:15 - 07:30 AM,2,0
07:30 - 07:45 AM,2,0
07:45 - 08:00 AM,4,0
08:00 - 08:15 AM,5,0
08:15 - 08:30 AM,8,0
08:30 - 08:45 AM,3,0
08:45 - 9:00 AM,1,0
9:00 - 9:15 AM,9,0
9:15 - 9:30 AM,7,0
9:30 - 9:45 AM,10,0
9:45 - 10:00 AM,7,0
10:00 - 10:15 AM,9,0
10:15 - 10:30 AM,18,0
10:30 - 10:45 AM,8,0
10:45 - 11:00 AM,9,0
11:00 - 11:15 AM,8,0
"Tue, Feb 21 2023 2:45P",Page: 156/247,
Entrances,Exits,
11:15 - 11:30 AM,3,0
11:30 - 11:45 AM,15,0
11:45 - 12:00 AM,11,0
12:00 - 12:15 AM,10,0
12:15 - 12:30 AM,13,0
12:30 - 12:45 AM,9,0
12:45 - 01:00 PM,12,0
01:00 - 01:15 PM,5,0
01:15 - 01:30 PM,10,0
01:30 - 01:45 PM,4,0
01:45 - 02:00 PM,5,0
02:00 - 02:15 PM,6,0
02:15 - 02:30 PM,19,0
02:30 - 02:45 PM,8,0
02:45 - 03:00 PM,11,0
03:00 - 03:15 PM,7,0
03:15 - 03:30 PM,7,0
03:30 - 03:45 PM,6,0
03:45 - 04:00 PM,9,0
04:00 - 04:15 PM,9,0
04:15 - 04:30 PM,10,0
04:30 - 04:45 PM,7,0
04:45 - 05:00 PM,12,0
05:00 - 05:15 PM,13,0
05:15 - 05:30 PM,13,0
05:30 - 05:45 PM,12,0
05:45 - 06:00 PM,10,0
06:00 - 06:15 PM,17,0
06:15 - 06:30 PM,9,0
06:30 - 06:45 PM,5,0
06:45 - 07:00 PM,7,0
07:00 - 07:15 PM,7,0
07:30 - 07:45 PM,3,0
"Sat, Dec 17, 2022",293,0
07:45 - 08:00 AM,1,0
08:00 - 08:15 AM,11,0
08:15 - 08:30 AM,2,0
08:30 - 08:45 AM,1,0
08:45 - 9:00 AM,4,0
9:00 - 9:15 AM,3,0
"Tue, Feb 21 2023 2:45P",Page: 157/247,
Entrances,Exits,
9:15 - 9:30 AM,4,0
9:30 - 9:45 AM,4,0
9:45 - 10:00 AM,4,0
10:00 - 10:15 AM,6,0
